Id,House name,House place,House price,House introduction
388,金汇之城,富阳,22000,商业/建筑面积：40-44㎡
389,国开东方锦贤府,临安,20458,2室/3室/4室/建筑面积：75-128㎡
390,钱塘ONE,西湖,37000,建筑面积：22-128㎡
391,飘鹰富春江花苑,桐庐县,15000,2室/3室/建筑面积：88-125㎡
392,千岛湖阿尔法城,淳安县,15000,商业/建筑面积：35-57㎡
393,龙潭渡云湖湾公寓,桐庐县,21000,商业/建筑面积：64-89㎡
394,西溪印,西湖,55000,建筑面积：230-450㎡
395,西投绿城浙谷深蓝中心,西湖,20000,建筑面积：1754-1754㎡
396,粤港湾·心安江上,建德市,14660,3室/4室/别墅/建筑面积：98-152㎡
397,和平德信中心,拱墅,28000,建筑面积：50700㎡
398,富春望,桐庐县,32000,3室/4室/建筑面积：145-185㎡
399,城北地铁宝龙广场,拱墅,40000,建筑面积：198906㎡
400,望青府,临安,26880,建筑面积：44474㎡
401,望钱塘印中心,钱塘,27500,建筑面积：300㎡
402,美的滨湖翠邸,临安,23980,3室/建筑面积：89-94㎡
403,西投万科·开物创新大厦,西湖,26000,建筑面积：376㎡
404,珊瑚世纪雅园,西湖,45000,建筑面积：541.18-960.36㎡
405,沁桂轩商铺,萧山,69415,建筑面积：565.63-1283.09㎡
406,正荣鹤亭熙青府,临安,21815,3室/4室/建筑面积：89-130㎡
407,萧元江南沥城·西区,萧山,16500,建筑面积：40485㎡
408,复创云城,临平,19000,建筑面积：220000㎡
409,千岛鲁能胜地公寓,淳安县,20000,商业/建筑面积：58-165㎡
410,奥克斯中心,余杭,28000,建筑面积：450000㎡
411,云泓之城,余杭,35000,建筑面积：81.57-107.11㎡
412,金瑞山南印,上城,36000,建筑面积：108500㎡
413,棠颂大院,临安,27100,2室/3室/建筑面积：65-102㎡
414,港郦中心,余杭,37500,商业/建筑面积：32-55㎡
415,未来天空中心,余杭,28000,建筑面积：1162-2109㎡
416,望朝中心,萧山,40000,建筑面积：170000㎡
417,金马高悦府,桐庐县,21000,3室/4室/建筑面积：85-112㎡
418,锦溪颐景御府,临安,19250,2室/3室/4室/建筑面积：77-167㎡
419,西投银泰城,西湖,30000,建筑面积：520000㎡
420,融信中心,上城,26500,建筑面积：1249-2581㎡
421,鲲鹏府,临安,19250,建筑面积：110494㎡
422,星雨华府,临安,305,3室/4室/别墅/建筑面积：89-190㎡
423,六合浅山,淳安县,400,2室/3室/别墅/建筑面积：79-262㎡
424,绿地中央广场,拱墅,27000,建筑面积：210000㎡
425,西投德信云湖印,西湖,30000,建筑面积：76986㎡
426,绿地商业中心写字楼,上城,26000,建筑面积：137㎡
427,平澜商务中心,萧山,30000,建筑面积：2145.37㎡
428,盛会新座,上城,50000,建筑面积：38978㎡
429,绿都中天云屿江月,建德市,400,3室/4室/别墅/建筑面积：89-164㎡
430,平高创业城写字楼,余杭,20000,建筑面积：50-50㎡
431,德金中心,上城,27000,建筑面积：355㎡
432,听桂雅院,临安,451,别墅/建筑面积：171-180㎡
433,科尔博亚时代中心,萧山,33000,建筑面积：118141㎡
434,耦贤里,临安,26880,1室/2室/3室/4室/建筑面积：60-180㎡
435,中海黄龙云起商铺,西湖,50000,建筑面积：90000㎡
436,平峰晓庐,临安,17000,3室/4室/建筑面积：89-117㎡
437,吾角商业中心写字楼,钱塘,26500,建筑面积：34-52㎡
438,绿地中央广场商铺,拱墅,40000,NaN
439,西投横创商务中心,西湖,36502,建筑面积：134906㎡
440,瑞聚商务中心,临平,NaN,建筑面积：1535㎡
441,杭承府,萧山,46200,建筑面积：50576㎡
442,珹上润府,拱墅,50840,4室/5室/建筑面积：185-255㎡
443,滨江交投临澜之城,萧山,17000,3室/4室/建筑面积：100-138㎡
444,蓝城·桃華里,上城,30500,建筑面积：21968㎡
445,中冶锦绣公馆,西湖,56705,4室/建筑面积：139-179㎡
446,绿城江畔锦园,富阳,25000,3室/4室/建筑面积：100-143.23㎡
447,中家德玺尚座,拱墅,44000,建筑面积：72096㎡
448,阅君蓝丽轩,余杭,43075,3室/4室/建筑面积：89-136㎡
449,德信御临云峰,上城,40000,建筑面积：71200㎡
450,碧桂园奇山望庐,桐庐县,18177,别墅/建筑面积：188-220㎡
451,桃境满元里,上城,34370,建筑面积：54169㎡
452,平高创业城,余杭,23000,建筑面积：350000㎡
453,清正源府（人才共有产权),拱墅,25175,1室/2室/3室/建筑面积：49-95㎡
454,才泊嘉院（人才共有产权）,余杭,22325,1室/2室/3室/建筑面积：49-98㎡
455,揽潮华庭,上城,60000,建筑面积：20968㎡
456,春意江南名邸,钱塘,18800,4室/建筑面积：89-89㎡
457,滨和印,萧山,25000,商业/建筑面积：320-325㎡
458,兴耀金帝启岸城,萧山,20500,3室/4室/建筑面积：87.51-110.14㎡
459,天润西麓府,余杭,246,3室/4室/别墅/建筑面积：89-160㎡
460,东海闲湖城·琥珀湾,余杭,907,别墅/建筑面积：248-288㎡
461,迪晟晟座,西湖,20000,商业/建筑面积：38.49-45㎡
462,HCC中天纪公寓,钱塘,16000,商业/建筑面积：340㎡
463,广瑞润园,杭州周边,10500,3室/4室/建筑面积：89-127㎡
464,瀚悦宸邸,富阳,23975,建筑面积：90842㎡
465,奥城·望景园公寓,桐庐县,24000,商业/建筑面积：185-364㎡
466,滨江兴耀·江翠轩,上城,44400,4室/建筑面积：129-165㎡
467,河翠云筑（人才共有产权）,上城,28405,建筑面积：33100㎡
468,潮映万象轩,上城,65800,4室/5室/建筑面积：208-355㎡
469,德信小河云庄,拱墅,51440,3室/4室/6室/建筑面积：165-340㎡
470,潮映华岸府,上城,65800,建筑面积：63011㎡
471,沁香公寓（人才共有产权）,钱塘,25800,2室/3室/4室/建筑面积：87-165㎡
472,樱漫里,萧山,18000,3室/4室/建筑面积：89-136㎡
473,新希望锦翠栖源,西湖,31350,5室/建筑面积：245㎡
474,悦黛蓝翰轩,余杭,43075,建筑面积：7922㎡
475,润枫东润紫园,淳安县,11500,2室/3室/4室/建筑面积：77-130㎡
476,千岛湖青溪银泰城泰悦居,淳安县,11000,2室/3室/建筑面积：82-115㎡
477,珑首玲珑,桐庐县,14000,商业/建筑面积：37-43㎡
478,艺音金座,西湖,32500,建筑面积：54764㎡
479,拥秀名居（共有产权）,临平,29186,建筑面积：62488㎡
480,悦湖湾花园,淳安县,23000,3室/4室/别墅/建筑面积：88-149㎡
481,泽翠居,萧山,17730,3室/建筑面积：89-98㎡
482,樟源府,萧山,13700,3室/4室/建筑面积：89-121㎡
483,祥生湛景江山云樾府,钱塘,26200,3室/4室/建筑面积：88-128㎡
484,春江御园,富阳,600,别墅/建筑面积：170-300㎡
485,保利·和颂春风里,拱墅,29500,3室/4室/建筑面积：107-139㎡
486,绿城吉祥里,拱墅,35000,商业/建筑面积：310㎡
487,柏源晶舍,临安,22800,1室/3室/4室/建筑面积：42-110㎡
488,绿地柏澜晶舍,临安,298,3室/4室/别墅/建筑面积：89-202㎡
489,保利和著风华里,拱墅,33200,3室/4室/建筑面积：102-139㎡
490,华昭府,余杭,20500,3室/4室/建筑面积：111-256㎡
491,启航城,余杭,20000,3室/4室/建筑面积：97-131㎡
492,华景川科大湖沁宸园,临平,19800,3室/4室/建筑面积：97.65-118㎡
493,万科江斓映象府,滨江,49300,4室/5室/建筑面积：147-199㎡
494,荷禹宸府,临平,22600,3室/4室/建筑面积：96-127㎡
495,文宸望府,萧山,21400,3室/4室/建筑面积：98-118㎡
496,春境前潮府,萧山,18000,3室/4室/建筑面积：89-137㎡
497,华景川樾臻府,萧山,13000,3室/4室/建筑面积：89-116㎡
498,绿城桂语新月,富阳,22000,3室/4室/建筑面积：98-138㎡
499,能建城发瞰奥府,萧山,34000,3室/4室/建筑面积：100-138㎡
500,拥奥府,萧山,42900,3室/4室/建筑面积：98-126㎡
501,滨江澄虹府,萧山,46200,4室/5室/建筑面积：132-236㎡
502,滨运锦上湾,拱墅,32333,NaN
503,滨江春天阳光名城,钱塘,18700,3室/4室/5室/建筑面积：89-156㎡
504,湖翠里,钱塘,38300,4室/建筑面积：130-166㎡
505,翠语彩虹里,西湖,28600,3室/4室/建筑面积：109-139㎡
506,绿城晓月和风,滨江,40000,3室/4室/建筑面积：110-165㎡
507,杭州春江潮鸣,萧山,19856,4室/7室/建筑面积：300-870㎡
508,蝶翠迎宾府,临平,26600,3室/4室/建筑面积：96-139㎡
509,大家中天云翠金澜府,上城,44400,3室/4室/建筑面积：110-168㎡
510,春咏风荷里,钱塘,27500,3室/4室/建筑面积：99-121㎡
511,滨江旭辉滨旭府,萧山,25600,3室/4室/建筑面积：89-110㎡
512,绿城·春境东来院,临平,33600,4室/5室/建筑面积：122-170㎡
513,龙井院子,西湖,600,别墅/建筑面积：138-160㎡
514,万科星图光年轩,余杭,29100,3室/4室/建筑面积：105-139㎡
515,融创·杭曜之城,钱塘,30000,3室/4室/建筑面积：105-142㎡
516,禹洲泊朗廷,萧山,26800,2室/3室/4室/建筑面积：81-148㎡
517,华发联发悦望荟,拱墅,33200,3室/4室/建筑面积：103-139㎡
518,融创森与海之城,萧山,14000,2室/3室/4室/5室/别墅/建筑面积：88-166㎡
519,滨江中豪枫秀云庭,余杭,36100,4室/5室/建筑面积：120-190㎡
520,金帝·咏颂轩,萧山,34198,3室/4室/建筑面积：107-125㎡
521,德信金科泊岸江宸轩,萧山,21400,3室/建筑面积：89.22-107.39㎡
522,叠潮雅庭,萧山,30860,4室/5室/建筑面积：118-162㎡
523,联发臻和雅颂府,拱墅,48100,4室/建筑面积：135-150㎡
524,中天海威云咏汀洲,临平,26600,3室/4室/建筑面积：98-130㎡
525,萧澜隐翠轩,萧山,30000,3室/4室/建筑面积：99-127㎡
526,星创云珹府,余杭,20500,3室/4室/建筑面积：106-152㎡
527,滨江大家招商·锦翠金宸府,拱墅,34000,3室/4室/建筑面积：99-138㎡
528,祥新·如澜邸,西湖,28100,3室/4室/建筑面积：89-175㎡
529,绿城·樾鸣春晓园,余杭,23100,3室/4室/建筑面积：105-125㎡
530,中融蓝城Co.C理想城,西湖,28000,商业/建筑面积：29-51㎡
531,地铁越秀·星缦云渚,余杭,29090,3室/4室/建筑面积：97-141㎡
532,东海闲湖城·栖霞湾,余杭,19198,3室/4室/建筑面积：98-138㎡
533,西投绿城春树云筑公寓,西湖,29800,商业/建筑面积：33-76㎡
534,滨江越秀天澜美境,上城,51000,4室/5室/建筑面积：178-248㎡
535,宁望府,萧山,33500,3室/4室/建筑面积：108-142㎡
536,运晓花映里,拱墅,30000,3室/建筑面积：96-130㎡
537,中天翡玥府,钱塘,18000,3室/建筑面积：86-101㎡
538,三迪雅颂美筑,钱塘,14600,3室/4室/建筑面积：88-112㎡
539,兴耀湖境观岚湾,钱塘,21300,3室/4室/建筑面积：89-139㎡
540,西房·宸鹭晴语轩,拱墅,47000,4室/建筑面积：139-176㎡
541,馥源庭,拱墅,55363,3室/4室/6室/建筑面积：110-230㎡
542,万象上东,上城,38000,2室/3室/4室/建筑面积：84-150㎡
543,ONE53,上城,90000,商业/建筑面积：244-438㎡
544,杭州国际金融中心,上城,57215,4室/建筑面积：158-320㎡
545,晨语汀澜里,临平,23600,3室/4室/建筑面积：99-139㎡
546,亚奥城,萧山,35000,商业/建筑面积：42-145㎡
547,融创融耀之城,临平,24000,3室/4室/建筑面积：89-125㎡
548,湖翠晓印轩,萧山,502,建筑面积：151637㎡
549,杭曜置地中心,拱墅,46200,3室/4室/建筑面积：118-179㎡
550,东湖云杉郡,临平,19000,商业/建筑面积：40-75㎡
551,杭州新天地,拱墅,26000,商业/建筑面积：40-136㎡
552,保亿湖珀润园,萧山,26845,4室/建筑面积：162-171㎡
553,之彩城,萧山,17000,2室/3室/4室/建筑面积：97-129㎡
554,杭房众安·未珂宸铭府,余杭,24110,3室/4室/建筑面积：108-138㎡
555,广宇·锦上云澜,钱塘,27500,3室/4室/建筑面积：99-160㎡
556,咏翠芳华轩,临平,22600,3室/4室/建筑面积：98-139㎡
557,澳海云樾赋,富阳,11300,2室/3室/建筑面积：81.69-113㎡
558,绿城卓越傲旋城公寓,滨江,33000,商业/建筑面积：57-312㎡
559,星创雅望居,萧山,25600,3室/4室/建筑面积：104-139㎡
560,百郦玲珑府,上城,44200,3室/4室/别墅/建筑面积：95-180㎡
561,和悦清晖园,余杭,612,别墅/建筑面积：190-240㎡
562,中骏鼎湖未来云城,临平,28500,3室/4室/建筑面积：108-190㎡
563,中建潮阅尚境,临平,26600,3室/4室/建筑面积：98-139㎡
564,绿城卓越傲旋城,滨江,47000,1室/2室/3室/建筑面积：90-90㎡
565,越秀滨江中豪翠宸里,余杭,31200,建筑面积：208700㎡
566,东傲城大平层,钱塘,13000,商业/建筑面积：300㎡
567,苏荷汇,拱墅,33000,商业/建筑面积：46-140㎡
568,荣盛江荣府,滨江,38000,4室/建筑面积：119-129㎡
569,绿荷叠翠轩,临平,22600,3室/4室/建筑面积：98-139㎡
570,御湖城,萧山,21000,商业/建筑面积：84-210㎡
571,如沐清晖城,临安,22500,2室/3室/别墅/建筑面积：97-195㎡
572,月映星语园,临平,24000,3室/4室/建筑面积：100-139㎡
573,洺川名著园,西湖,28200,4室/建筑面积：155-215㎡
574,山澜桂语轩,萧山,32000,3室/4室/建筑面积：89-119.17㎡
575,江河鸣翠公寓,上城,80000,建筑面积：132400㎡
576,运晓花望府,拱墅,29500,3室/4室/建筑面积：100-127㎡
577,濋玥府,萧山,30000,3室/4室/建筑面积：95-123㎡
578,大家中天·春樾星宸,拱墅,33200,3室/4室/建筑面积：110-137㎡
579,绿城·三江明月,萧山,22000,商业/建筑面积：36-43㎡
580,中海河映云集,拱墅,38000,3室/4室/建筑面积：107-147㎡
581,御滨府御映,滨江,40600,建筑面积：91459㎡
582,海潮望月城·潮印,上城,66000,建筑面积：296000㎡
583,瑞源邸,富阳,20500,3室/4室/建筑面积：93-121㎡
584,秦望府,富阳,29800,3室/4室/建筑面积：102-350㎡
585,沥瑞府,萧山,14500,3室/4室/建筑面积：100-134㎡
586,青溪美庐,临安,12500,1室/2室/建筑面积：41-75㎡
587,世茂栖棠誉湾,滨江,45836,4室/建筑面积：139㎡
588,庆樾上府,拱墅,55000,4室/5室/建筑面积：140-208㎡
589,金帝·湖望庐,萧山,35690,4室/建筑面积：126-139㎡
590,西房·宸鹭香舍,拱墅,47000,4室/5室/建筑面积：139-275㎡
591,金成滨玺云著邸,滨江,38000,3室/4室/建筑面积：104-131㎡
592,中天坤和大家·湖境天宸,上城,32900,3室/4室/建筑面积：110-139㎡
593,云彩之城,萧山,25600,4室/建筑面积：139㎡
594,蓝城恒伟江南山庄,临安,15000,3室/4室/别墅/建筑面积：89-287㎡
595,庞鑫沁耀府,萧山,17800,3室/4室/建筑面积：95-138㎡
596,望斓翠印府,上城,44400,建筑面积：78778㎡
597,翠著邱山里,临平,29780,4室/建筑面积：139-189㎡
598,听悦雅庭,萧山,30000,3室/4室/建筑面积：89-110㎡
599,赞成和风,临平,23600,3室/4室/建筑面积：105-137㎡
600,万科白鹭郡西,余杭,1484,别墅/建筑面积：265-1242㎡
601,鲲鹏府,临安,19250,建筑面积：110494㎡
602,星雨华府,临安,305,3室/4室/别墅/建筑面积：89-190㎡
603,六合浅山,淳安县,400,2室/3室/别墅/建筑面积：79-262㎡
604,绿地中央广场,拱墅,27000,建筑面积：210000㎡
605,西投德信云湖印,西湖,30000,建筑面积：76986㎡
606,绿地商业中心写字楼,上城,26000,建筑面积：137㎡
607,平澜商务中心,萧山,30000,建筑面积：2145.37㎡
608,盛会新座,上城,50000,建筑面积：38978㎡
609,绿都中天云屿江月,建德市,400,3室/4室/别墅/建筑面积：89-164㎡
610,平高创业城写字楼,余杭,20000,建筑面积：50-50㎡
611,德金中心,上城,27000,建筑面积：355㎡
612,听桂雅院,临安,451,别墅/建筑面积：171-180㎡
613,科尔博亚时代中心,萧山,33000,建筑面积：118141㎡
614,耦贤里,临安,26880,1室/2室/3室/4室/建筑面积：60-180㎡
615,中海黄龙云起商铺,西湖,50000,建筑面积：90000㎡
616,平峰晓庐,临安,17000,3室/4室/建筑面积：89-117㎡
617,吾角商业中心写字楼,钱塘,26500,建筑面积：34-52㎡
618,绿地中央广场商铺,拱墅,40000,NaN
619,西投横创商务中心,西湖,36502,建筑面积：134906㎡
620,瑞聚商务中心,临平,NaN,建筑面积：1535㎡
621,杭承府,萧山,46200,建筑面积：50576㎡
622,珹上润府,拱墅,50840,4室/5室/建筑面积：185-255㎡
623,滨江交投临澜之城,萧山,17000,3室/4室/建筑面积：100-138㎡
624,蓝城·桃華里,上城,30500,建筑面积：21968㎡
625,中冶锦绣公馆,西湖,56705,4室/建筑面积：139-179㎡
626,绿城江畔锦园,富阳,25000,3室/4室/建筑面积：100-143.23㎡
627,中家德玺尚座,拱墅,44000,建筑面积：72096㎡
628,阅君蓝丽轩,余杭,43075,3室/4室/建筑面积：89-136㎡
629,德信御临云峰,上城,40000,建筑面积：71200㎡
630,碧桂园奇山望庐,桐庐县,18177,别墅/建筑面积：188-220㎡
631,桃境满元里,上城,34370,建筑面积：54169㎡
632,平高创业城,余杭,23000,建筑面积：350000㎡
633,清正源府（人才共有产权),拱墅,25175,1室/2室/3室/建筑面积：49-95㎡
634,才泊嘉院（人才共有产权）,余杭,22325,1室/2室/3室/建筑面积：49-98㎡
635,揽潮华庭,上城,60000,建筑面积：20968㎡
636,春意江南名邸,钱塘,18800,4室/建筑面积：89-89㎡
637,滨和印,萧山,25000,商业/建筑面积：320-325㎡
638,兴耀金帝启岸城,萧山,20500,3室/4室/建筑面积：87.51-110.14㎡
639,天润西麓府,余杭,246,3室/4室/别墅/建筑面积：89-160㎡
640,东海闲湖城·琥珀湾,余杭,907,别墅/建筑面积：248-288㎡
641,迪晟晟座,西湖,20000,商业/建筑面积：38.49-45㎡
642,HCC中天纪公寓,钱塘,16000,商业/建筑面积：340㎡
643,广瑞润园,杭州周边,10500,3室/4室/建筑面积：89-127㎡
644,瀚悦宸邸,富阳,23975,建筑面积：90842㎡
645,奥城·望景园公寓,桐庐县,24000,商业/建筑面积：185-364㎡
646,滨江兴耀·江翠轩,上城,44400,4室/建筑面积：129-165㎡
647,河翠云筑（人才共有产权）,上城,28405,建筑面积：33100㎡
648,潮映万象轩,上城,65800,4室/5室/建筑面积：208-355㎡
649,德信小河云庄,拱墅,51440,3室/4室/6室/建筑面积：165-340㎡
650,潮映华岸府,上城,65800,建筑面积：63011㎡
651,沁香公寓（人才共有产权）,钱塘,25800,2室/3室/4室/建筑面积：87-165㎡
652,樱漫里,萧山,18000,3室/4室/建筑面积：89-136㎡
653,新希望锦翠栖源,西湖,31350,5室/建筑面积：245㎡
654,悦黛蓝翰轩,余杭,43075,建筑面积：7922㎡
655,润枫东润紫园,淳安县,11500,2室/3室/4室/建筑面积：77-130㎡
656,千岛湖青溪银泰城泰悦居,淳安县,11000,2室/3室/建筑面积：82-115㎡
657,珑首玲珑,桐庐县,14000,商业/建筑面积：37-43㎡
658,艺音金座,西湖,32500,建筑面积：54764㎡
659,拥秀名居（共有产权）,临平,29186,建筑面积：62488㎡
660,悦湖湾花园,淳安县,23000,3室/4室/别墅/建筑面积：88-149㎡
661,金地威新中心,上城,69130,建筑面积：200000㎡
662,望庐商铺,拱墅,60000,建筑面积：61495㎡
663,沐春明月公寓,上城,50000,NaN
664,越秀·鸣翠悦映轩,临安,21200,建筑面积：67902㎡
665,未来云帆城商铺,钱塘,45000,建筑面积：770013㎡
666,保利中心写字楼,上城,30000,建筑面积：1527-1527㎡
667,建杭潮观平澜府,上城,66000,建筑面积：83376㎡
668,华元启歆府,余杭,20000,建筑面积：89858㎡
669,湖岸枫林雅庭,临平,25050,建筑面积：69787㎡
670,浙大网新银湖科技园,富阳,21000,商业/建筑面积：41.33-41.33㎡
671,西溪铭庭,余杭,31000,建筑面积：139000㎡
672,明彩城写字楼,萧山,18000,建筑面积：311-318㎡
673,云澜谷商务中心,西湖,36000,建筑面积：92572㎡
674,樟宜翠湾商铺,萧山,42800,建筑面积：203560㎡
675,钱潮嘉苑（共有产权）,钱塘,22791,建筑面积：152519㎡
676,新天地东方茂,拱墅,22000,建筑面积：3900㎡
677,江滨公望大厦,富阳,22000,建筑面积：60㎡
678,滨耀城写字楼,临平,25885,建筑面积：2627000㎡
679,东湖云杉郡商铺,临平,24390,建筑面积：46311㎡
680,杭州城南万达金街,富阳,29000,建筑面积：119.25-121.54㎡
681,河映云集商铺,拱墅,30000,NaN
682,喧泽大厦,上城,72457,建筑面积：700㎡
683,之江长九中心,西湖,32333,NaN
684,中天艮北2022101项目,上城,44400,建筑面积：85968㎡
685,舟山保利自在海,杭州周边,13000,1室/2室/别墅/建筑面积：38-161㎡
686,中旅和乐小镇,杭州周边,17000,2室/3室/4室/别墅/建筑面积：88-139㎡
687,日耀之城,萧山,41000,建筑面积：29000㎡
688,星澜城,杭州周边,18900,3室/4室/建筑面积：96-143㎡
689,宝业云溪里,杭州周边,13500,3室/4室/别墅/建筑面积：98-180㎡
690,鲁能公馆,杭州周边,13000,3室/4室/别墅/建筑面积：87-220㎡
691,重庆中心,杭州周边,28000,3室/5室/建筑面积：195-412㎡
692,天使小镇·浅山明月,杭州周边,21800,2室/3室/建筑面积：74-120㎡
693,宸园,杭州周边,15000,3室/4室/建筑面积：88-128㎡
694,蓝城·春风十里,杭州周边,17147,1室/2室/3室/别墅/建筑面积：49-180㎡
695,中南漫悦湾,杭州周边,15707,3室/建筑面积：79-89㎡
696,安吉清华园,杭州周边,10362,3室/4室/别墅/建筑面积：88-210㎡
697,菱湖臻院,杭州周边,8100,3室/4室/建筑面积：113-142㎡
698,太湖健康城星宸府,杭州周边,13300,3室/4室/建筑面积：98-138㎡
699,云锦天樾,杭州周边,210,3室/4室/建筑面积：89-206㎡
700,钱门江南府,杭州周边,14380,3室/4室/建筑面积：89-142㎡
701,德信时代云起,杭州周边,17000,3室/4室/建筑面积：89-239㎡
702,东投明越台,杭州周边,15000,3室/建筑面积：92-115㎡
703,广瑞润园,杭州周边,10500,3室/4室/建筑面积：89-127㎡
704,海波名苑,萧山,17000,3室/建筑面积：90-130㎡
705,新都·泰和府,杭州周边,7800,2室/3室/建筑面积：68-122㎡
706,广瑞沁园,杭州周边,7780,3室/4室/建筑面积：77-126㎡
707,重庆朝天阁,杭州周边,55000,1室/2室/3室/4室/5室/建筑面积：92-1410㎡
708,万科大理拾叁月,杭州周边,13000,1室/2室/3室/建筑面积：80-155㎡
709,利时·玖珑湾,杭州周边,200,别墅/建筑面积：56-270㎡
710,水韵蓝湾,杭州周边,16500,2室/3室/4室/建筑面积：76-128㎡
711,融创莫干溪谷,杭州周边,300,别墅/建筑面积：84-154㎡
712,HFC华发金融活力城,杭州周边,24300,3室/4室/建筑面积：89-165㎡
713,祥生城市之光,杭州周边,19157,3室/4室/建筑面积：104-165㎡
714,滨江联合·枫翠云轩,余杭,36100,4室/5室/建筑面积：139-190㎡
715,潮观揽月轩,上城,66000,4室/5室/建筑面积：175-223㎡
716,欣翠里,萧山,27000,3室/4室/建筑面积：97-131㎡
717,观晖美寓,滨江,40000,3室/4室/建筑面积：106-169㎡
718,春宸上府,上城,42640,4室/建筑面积：123-163㎡
719,星遇光年府,余杭,31200,3室/4室/建筑面积：105-139㎡
720,绿城桂香园,西湖,45500,别墅/建筑面积：199-211㎡
721,绿城月映海棠园,余杭,31200,3室/4室/建筑面积：95-160㎡
722,龙致商业中心公寓,西湖,35000,商业/建筑面积：38-68㎡
723,天目观山月,临安,12800,1室/2室/建筑面积：49-77㎡
724,盈都新天地,杭州周边,14500,商业/建筑面积：25-41㎡
725,春江山居,桐庐县,11000,1室/2室/3室/别墅/建筑面积：49-198㎡
726,铂瑞悦府,上城,38000,商业/建筑面积：36-55㎡
727,星瓒颂锦府,拱墅,46200,3室/4室/建筑面积：108-177㎡
728,滨江兴耀·湖悦岚湾,钱塘,21300,3室/4室/建筑面积：89-135㎡
729,绿城云栖桃花源,富阳,800,3室/4室/别墅/建筑面积：91-301.06㎡
730,中天宸望,临安,21800,3室/4室/建筑面积：89-125㎡
731,绿城燕语海棠轩,余杭,31200,3室/4室/建筑面积：105-139㎡
732,杰立潮前府,上城,33400,3室/4室/建筑面积：89-127㎡
733,德信C公馆,萧山,26000,商业/建筑面积：42㎡
734,南站之翼,萧山,29000,商业/建筑面积：38㎡
735,德信时光之宸,萧山,18600,3室/4室/建筑面积：89-122㎡
736,杭州嘉里中心逸庐,拱墅,120000,商业/建筑面积：163-270㎡
737,融信滨望雅庭,萧山,28500,3室/4室/建筑面积：106-142㎡
738,花芸春境,上城,31500,3室/4室/建筑面积：101-139㎡
739,观翠揽月轩,上城,67500,4室/5室/建筑面积：144-248㎡
740,中梁云都汇公寓,西湖,30000,商业/建筑面积：34-43㎡
741,中粮悦著云轩,萧山,46000,4室/建筑面积：143-170㎡
742,悦汀蓝玉轩,余杭,20100,2室/3室/4室/建筑面积：67-128㎡
743,建发华发江华玺云,上城,66000,4室/建筑面积：136-199㎡
744,雍景山城,富阳,253,3室/4室/别墅/建筑面积：88-239㎡
745,京港国际中心,萧山,41000,商业/建筑面积：188-271㎡
746,明石东潮府,上城,30000,建筑面积：96000㎡
747,馥香园,拱墅,55530,4室/5室/建筑面积：175-280㎡
748,越秀滨江滨萃悦府,拱墅,36000,4室/5室/建筑面积：128-186㎡
749,学成府,临平,672,3室/4室/别墅/建筑面积：100-180㎡
750,华景川北宸明月,杭州周边,11000,2室/3室/4室/别墅/建筑面积：79-220㎡
751,云潮府,萧山,28300,4室/建筑面积：122-144㎡
752,禹洲滨天地公寓,西湖,25000,商业/建筑面积：34-74㎡
753,绿城九龙仓桂语朝阳,萧山,34675,别墅/建筑面积：172-210㎡
754,明熙府,上城,30900,3室/4室/建筑面积：89-140㎡
755,中梁御府,余杭,37000,3室/别墅/建筑面积：89-176㎡
756,凤起钱潮,上城,111600,3室/4室/5室/建筑面积：137-232㎡
757,北上星云府,余杭,29227,3室/4室/建筑面积：95-115㎡
758,环翼城,上城,36333,商业/建筑面积：66㎡
759,金成英特尔湾,余杭,28653,4室/建筑面积：130-139㎡
760,融创金成璞樾大观,临安,18900,3室/4室/别墅/建筑面积：95-225㎡
761,荣望轩,萧山,28500,3室/4室/建筑面积：98-129㎡
762,荟品天语城,拱墅,54000,3室/4室/5室/建筑面积：119-199㎡
763,绿地众安宸瀚里,临平,23000,3室/4室/建筑面积：86.87-124㎡
764,中旅时光里,临平,30000,3室/4室/建筑面积：89-129㎡
765,华鸿东潮云庭,钱塘,19800,3室/建筑面积：89-99㎡
766,阳光城檀映里,拱墅,47000,3室/4室/建筑面积：115-142㎡
767,万城景湖园,杭州周边,19500,3室/4室/建筑面积：90-137㎡
768,金地玖峯汇,上城,42827,别墅/建筑面积：89-155㎡
769,越秀前滩名邸,上城,55584,4室/别墅/建筑面积：132-149㎡
770,泷悦华府,上城,30900,3室/4室/建筑面积：110-138㎡
771,佳印府,萧山,34371,3室/4室/建筑面积：89-163㎡
772,联发藏珑大境,余杭,38049,4室/别墅/建筑面积：127-167㎡
773,保利欣品华庭,萧山,32000,3室/4室/建筑面积：96-165㎡
774,德信中心,上城,46500,3室/4室/建筑面积：110-150㎡
775,花语天境·江河墅,上城,60266,别墅/建筑面积：181-232㎡
776,富力中心,余杭,33000,商业/建筑面积：41.54-88㎡
777,绿城和庐,余杭,39793,3室/4室/别墅/建筑面积：96-230㎡
778,久雍府,临平,22089,3室/4室/建筑面积：97.15-137.27㎡
779,碧桂园铂玺湾,富阳,22818,3室/建筑面积：89㎡
780,星南站公寓,萧山,38883,商业/建筑面积：37.7-40㎡
781,上坤华景川云栖宸园,临平,21400,3室/4室/建筑面积：89-107㎡
782,联发北秀观云,拱墅,34000,3室/4室/建筑面积：96-130㎡
