Id,House name,House place,House price,House introduction,room_count,min_area,max_area,avg_area,property_type,price_flag
473,新希望锦翠栖源,西湖,31350.0,5室/建筑面积：245㎡,5,,,,住宅,正常
474,悦黛蓝翰轩,余杭,43075.0,建筑面积：7922㎡,,,,,住宅,正常
475,润枫东润紫园,淳安县,11500.0,2室/3室/4室/建筑面积：77-130㎡,2,77.0,130.0,103.5,住宅,正常
476,千岛湖青溪银泰城泰悦居,淳安县,11000.0,2室/3室/建筑面积：82-115㎡,2,82.0,115.0,98.5,住宅,正常
477,珑首玲珑,桐庐县,14000.0,商业/建筑面积：37-43㎡,商业,37.0,43.0,40.0,商业,正常
478,艺音金座,西湖,32500.0,建筑面积：54764㎡,,,,,住宅,正常
479,拥秀名居（共有产权）,临平,29186.0,建筑面积：62488㎡,,,,,住宅,正常
480,悦湖湾花园,淳安县,23000.0,3室/4室/别墅/建筑面积：88-149㎡,3,88.0,149.0,118.5,别墅,正常
481,泽翠居,萧山,17730.0,3室/建筑面积：89-98㎡,3,89.0,98.0,93.5,住宅,正常
482,樟源府,萧山,13700.0,3室/4室/建筑面积：89-121㎡,3,89.0,121.0,105.0,住宅,正常
483,祥生湛景江山云樾府,钱塘,26200.0,3室/4室/建筑面积：88-128㎡,3,88.0,128.0,108.0,住宅,正常
484,春江御园,富阳,600.0,别墅/建筑面积：170-300㎡,别墅,170.0,300.0,235.0,别墅,正常
485,保利·和颂春风里,拱墅,29500.0,3室/4室/建筑面积：107-139㎡,3,107.0,139.0,123.0,住宅,正常
486,绿城吉祥里,拱墅,35000.0,商业/建筑面积：310㎡,商业,,,,商业,正常
487,柏源晶舍,临安,22800.0,1室/3室/4室/建筑面积：42-110㎡,1,42.0,110.0,76.0,住宅,正常
488,绿地柏澜晶舍,临安,298.0,3室/4室/别墅/建筑面积：89-202㎡,3,89.0,202.0,145.5,别墅,别墅价格异常低
489,保利和著风华里,拱墅,33200.0,3室/4室/建筑面积：102-139㎡,3,102.0,139.0,120.5,住宅,正常
490,华昭府,余杭,20500.0,3室/4室/建筑面积：111-256㎡,3,111.0,256.0,183.5,住宅,正常
491,启航城,余杭,20000.0,3室/4室/建筑面积：97-131㎡,3,97.0,131.0,114.0,住宅,正常
492,华景川科大湖沁宸园,临平,19800.0,3室/4室/建筑面积：97.65-118㎡,3,97.65,118.0,107.825,住宅,正常
493,万科江斓映象府,滨江,49300.0,4室/5室/建筑面积：147-199㎡,4,147.0,199.0,173.0,住宅,正常
494,荷禹宸府,临平,22600.0,3室/4室/建筑面积：96-127㎡,3,96.0,127.0,111.5,住宅,正常
495,文宸望府,萧山,21400.0,3室/4室/建筑面积：98-118㎡,3,98.0,118.0,108.0,住宅,正常
496,春境前潮府,萧山,18000.0,3室/4室/建筑面积：89-137㎡,3,89.0,137.0,113.0,住宅,正常
497,华景川樾臻府,萧山,13000.0,3室/4室/建筑面积：89-116㎡,3,89.0,116.0,102.5,住宅,正常
498,绿城桂语新月,富阳,22000.0,3室/4室/建筑面积：98-138㎡,3,98.0,138.0,118.0,住宅,正常
499,能建城发瞰奥府,萧山,34000.0,3室/4室/建筑面积：100-138㎡,3,100.0,138.0,119.0,住宅,正常
500,拥奥府,萧山,42900.0,3室/4室/建筑面积：98-126㎡,3,98.0,126.0,112.0,住宅,正常
501,滨江澄虹府,萧山,46200.0,4室/5室/建筑面积：132-236㎡,4,132.0,236.0,184.0,住宅,正常
502,滨运锦上湾,拱墅,32333.0,未知,,,,,住宅,正常
503,滨江春天阳光名城,钱塘,18700.0,3室/4室/5室/建筑面积：89-156㎡,3,89.0,156.0,122.5,住宅,正常
504,湖翠里,钱塘,38300.0,4室/建筑面积：130-166㎡,4,130.0,166.0,148.0,住宅,正常
505,翠语彩虹里,西湖,28600.0,3室/4室/建筑面积：109-139㎡,3,109.0,139.0,124.0,住宅,正常
506,绿城晓月和风,滨江,40000.0,3室/4室/建筑面积：110-165㎡,3,110.0,165.0,137.5,住宅,正常
507,杭州春江潮鸣,萧山,19856.0,4室/7室/建筑面积：300-870㎡,4,300.0,870.0,585.0,住宅,正常
508,蝶翠迎宾府,临平,26600.0,3室/4室/建筑面积：96-139㎡,3,96.0,139.0,117.5,住宅,正常
509,大家中天云翠金澜府,上城,44400.0,3室/4室/建筑面积：110-168㎡,3,110.0,168.0,139.0,住宅,正常
510,春咏风荷里,钱塘,27500.0,3室/4室/建筑面积：99-121㎡,3,99.0,121.0,110.0,住宅,正常
511,滨江旭辉滨旭府,萧山,25600.0,3室/4室/建筑面积：89-110㎡,3,89.0,110.0,99.5,住宅,正常
512,绿城·春境东来院,临平,33600.0,4室/5室/建筑面积：122-170㎡,4,122.0,170.0,146.0,住宅,正常
513,龙井院子,西湖,600.0,别墅/建筑面积：138-160㎡,别墅,138.0,160.0,149.0,别墅,正常
514,万科星图光年轩,余杭,29100.0,3室/4室/建筑面积：105-139㎡,3,105.0,139.0,122.0,住宅,正常
515,融创·杭曜之城,钱塘,30000.0,3室/4室/建筑面积：105-142㎡,3,105.0,142.0,123.5,住宅,正常
516,禹洲泊朗廷,萧山,26800.0,2室/3室/4室/建筑面积：81-148㎡,2,81.0,148.0,114.5,住宅,正常
517,华发联发悦望荟,拱墅,33200.0,3室/4室/建筑面积：103-139㎡,3,103.0,139.0,121.0,住宅,正常
518,融创森与海之城,萧山,14000.0,2室/3室/4室/5室/别墅/建筑面积：88-166㎡,2,88.0,166.0,127.0,别墅,正常
519,滨江中豪枫秀云庭,余杭,36100.0,4室/5室/建筑面积：120-190㎡,4,120.0,190.0,155.0,住宅,正常
520,金帝·咏颂轩,萧山,34198.0,3室/4室/建筑面积：107-125㎡,3,107.0,125.0,116.0,住宅,正常
521,德信金科泊岸江宸轩,萧山,21400.0,3室/建筑面积：89.22-107.39㎡,3,89.22,107.39,98.305,住宅,正常
522,叠潮雅庭,萧山,30860.0,4室/5室/建筑面积：118-162㎡,4,118.0,162.0,140.0,住宅,正常
523,联发臻和雅颂府,拱墅,48100.0,4室/建筑面积：135-150㎡,4,135.0,150.0,142.5,住宅,正常
524,中天海威云咏汀洲,临平,26600.0,3室/4室/建筑面积：98-130㎡,3,98.0,130.0,114.0,住宅,正常
525,萧澜隐翠轩,萧山,30000.0,3室/4室/建筑面积：99-127㎡,3,99.0,127.0,113.0,住宅,正常
526,星创云珹府,余杭,20500.0,3室/4室/建筑面积：106-152㎡,3,106.0,152.0,129.0,住宅,正常
527,滨江大家招商·锦翠金宸府,拱墅,34000.0,3室/4室/建筑面积：99-138㎡,3,99.0,138.0,118.5,住宅,正常
528,祥新·如澜邸,西湖,28100.0,3室/4室/建筑面积：89-175㎡,3,89.0,175.0,132.0,住宅,正常
529,绿城·樾鸣春晓园,余杭,23100.0,3室/4室/建筑面积：105-125㎡,3,105.0,125.0,115.0,住宅,正常
530,中融蓝城Co.C理想城,西湖,28000.0,商业/建筑面积：29-51㎡,商业,29.0,51.0,40.0,商业,正常
531,地铁越秀·星缦云渚,余杭,29090.0,3室/4室/建筑面积：97-141㎡,3,97.0,141.0,119.0,住宅,正常
532,东海闲湖城·栖霞湾,余杭,19198.0,3室/4室/建筑面积：98-138㎡,3,98.0,138.0,118.0,住宅,正常
533,西投绿城春树云筑公寓,西湖,29800.0,商业/建筑面积：33-76㎡,商业,33.0,76.0,54.5,商业,正常
534,滨江越秀天澜美境,上城,51000.0,4室/5室/建筑面积：178-248㎡,4,178.0,248.0,213.0,住宅,正常
535,宁望府,萧山,33500.0,3室/4室/建筑面积：108-142㎡,3,108.0,142.0,125.0,住宅,正常
536,运晓花映里,拱墅,30000.0,3室/建筑面积：96-130㎡,3,96.0,130.0,113.0,住宅,正常
537,中天翡玥府,钱塘,18000.0,3室/建筑面积：86-101㎡,3,86.0,101.0,93.5,住宅,正常
538,三迪雅颂美筑,钱塘,14600.0,3室/4室/建筑面积：88-112㎡,3,88.0,112.0,100.0,住宅,正常
539,兴耀湖境观岚湾,钱塘,21300.0,3室/4室/建筑面积：89-139㎡,3,89.0,139.0,114.0,住宅,正常
540,西房·宸鹭晴语轩,拱墅,47000.0,4室/建筑面积：139-176㎡,4,139.0,176.0,157.5,住宅,正常
541,馥源庭,拱墅,55363.0,3室/4室/6室/建筑面积：110-230㎡,3,110.0,230.0,170.0,住宅,正常
542,万象上东,上城,38000.0,2室/3室/4室/建筑面积：84-150㎡,2,84.0,150.0,117.0,住宅,正常
543,ONE53,上城,90000.0,商业/建筑面积：244-438㎡,商业,244.0,438.0,341.0,商业,正常
544,杭州国际金融中心,上城,57215.0,4室/建筑面积：158-320㎡,4,158.0,320.0,239.0,住宅,正常
545,晨语汀澜里,临平,23600.0,3室/4室/建筑面积：99-139㎡,3,99.0,139.0,119.0,住宅,正常
546,亚奥城,萧山,35000.0,商业/建筑面积：42-145㎡,商业,42.0,145.0,93.5,商业,正常
547,融创融耀之城,临平,24000.0,3室/4室/建筑面积：89-125㎡,3,89.0,125.0,107.0,住宅,正常
548,湖翠晓印轩,萧山,502.0,建筑面积：151637㎡,,,,,住宅,住宅价格异常低
549,杭曜置地中心,拱墅,46200.0,3室/4室/建筑面积：118-179㎡,3,118.0,179.0,148.5,住宅,正常
550,东湖云杉郡,临平,19000.0,商业/建筑面积：40-75㎡,商业,40.0,75.0,57.5,商业,正常
551,杭州新天地,拱墅,26000.0,商业/建筑面积：40-136㎡,商业,40.0,136.0,88.0,商业,正常
552,保亿湖珀润园,萧山,26845.0,4室/建筑面积：162-171㎡,4,162.0,171.0,166.5,住宅,正常
553,之彩城,萧山,17000.0,2室/3室/4室/建筑面积：97-129㎡,2,97.0,129.0,113.0,住宅,正常
554,杭房众安·未珂宸铭府,余杭,24110.0,3室/4室/建筑面积：108-138㎡,3,108.0,138.0,123.0,住宅,正常
555,广宇·锦上云澜,钱塘,27500.0,3室/4室/建筑面积：99-160㎡,3,99.0,160.0,129.5,住宅,正常
556,咏翠芳华轩,临平,22600.0,3室/4室/建筑面积：98-139㎡,3,98.0,139.0,118.5,住宅,正常
557,澳海云樾赋,富阳,11300.0,2室/3室/建筑面积：81.69-113㎡,2,81.69,113.0,97.345,住宅,正常
558,绿城卓越傲旋城公寓,滨江,33000.0,商业/建筑面积：57-312㎡,商业,57.0,312.0,184.5,商业,正常
559,星创雅望居,萧山,25600.0,3室/4室/建筑面积：104-139㎡,3,104.0,139.0,121.5,住宅,正常
560,百郦玲珑府,上城,44200.0,3室/4室/别墅/建筑面积：95-180㎡,3,95.0,180.0,137.5,别墅,正常
561,和悦清晖园,余杭,612.0,别墅/建筑面积：190-240㎡,别墅,190.0,240.0,215.0,别墅,正常
562,中骏鼎湖未来云城,临平,28500.0,3室/4室/建筑面积：108-190㎡,3,108.0,190.0,149.0,住宅,正常
563,中建潮阅尚境,临平,26600.0,3室/4室/建筑面积：98-139㎡,3,98.0,139.0,118.5,住宅,正常
564,绿城卓越傲旋城,滨江,47000.0,1室/2室/3室/建筑面积：90-90㎡,1,90.0,90.0,90.0,住宅,正常
565,越秀滨江中豪翠宸里,余杭,31200.0,建筑面积：208700㎡,,,,,住宅,正常
566,东傲城大平层,钱塘,13000.0,商业/建筑面积：300㎡,商业,,,,商业,正常
567,苏荷汇,拱墅,33000.0,商业/建筑面积：46-140㎡,商业,46.0,140.0,93.0,商业,正常
568,荣盛江荣府,滨江,38000.0,4室/建筑面积：119-129㎡,4,119.0,129.0,124.0,住宅,正常
569,绿荷叠翠轩,临平,22600.0,3室/4室/建筑面积：98-139㎡,3,98.0,139.0,118.5,住宅,正常
570,御湖城,萧山,21000.0,商业/建筑面积：84-210㎡,商业,84.0,210.0,147.0,商业,正常
571,如沐清晖城,临安,22500.0,2室/3室/别墅/建筑面积：97-195㎡,2,97.0,195.0,146.0,别墅,正常
572,月映星语园,临平,24000.0,3室/4室/建筑面积：100-139㎡,3,100.0,139.0,119.5,住宅,正常
573,洺川名著园,西湖,28200.0,4室/建筑面积：155-215㎡,4,155.0,215.0,185.0,住宅,正常
574,山澜桂语轩,萧山,32000.0,3室/4室/建筑面积：89-119.17㎡,3,89.0,119.17,104.08500000000001,住宅,正常
575,江河鸣翠公寓,上城,80000.0,建筑面积：132400㎡,,,,,住宅,正常
576,运晓花望府,拱墅,29500.0,3室/4室/建筑面积：100-127㎡,3,100.0,127.0,113.5,住宅,正常
577,濋玥府,萧山,30000.0,3室/4室/建筑面积：95-123㎡,3,95.0,123.0,109.0,住宅,正常
578,大家中天·春樾星宸,拱墅,33200.0,3室/4室/建筑面积：110-137㎡,3,110.0,137.0,123.5,住宅,正常
579,绿城·三江明月,萧山,22000.0,商业/建筑面积：36-43㎡,商业,36.0,43.0,39.5,商业,正常
580,中海河映云集,拱墅,38000.0,3室/4室/建筑面积：107-147㎡,3,107.0,147.0,127.0,住宅,正常
581,御滨府御映,滨江,40600.0,建筑面积：91459㎡,,,,,住宅,正常
582,海潮望月城·潮印,上城,66000.0,建筑面积：296000㎡,,,,,住宅,正常
583,瑞源邸,富阳,20500.0,3室/4室/建筑面积：93-121㎡,3,93.0,121.0,107.0,住宅,正常
584,秦望府,富阳,29800.0,3室/4室/建筑面积：102-350㎡,3,102.0,350.0,226.0,住宅,正常
585,沥瑞府,萧山,14500.0,3室/4室/建筑面积：100-134㎡,3,100.0,134.0,117.0,住宅,正常
586,青溪美庐,临安,12500.0,1室/2室/建筑面积：41-75㎡,1,41.0,75.0,58.0,住宅,正常
587,世茂栖棠誉湾,滨江,45836.0,4室/建筑面积：139㎡,4,,,,住宅,正常
588,庆樾上府,拱墅,55000.0,4室/5室/建筑面积：140-208㎡,4,140.0,208.0,174.0,住宅,正常
589,金帝·湖望庐,萧山,35690.0,4室/建筑面积：126-139㎡,4,126.0,139.0,132.5,住宅,正常
590,西房·宸鹭香舍,拱墅,47000.0,4室/5室/建筑面积：139-275㎡,4,139.0,275.0,207.0,住宅,正常
591,金成滨玺云著邸,滨江,38000.0,3室/4室/建筑面积：104-131㎡,3,104.0,131.0,117.5,住宅,正常
592,中天坤和大家·湖境天宸,上城,32900.0,3室/4室/建筑面积：110-139㎡,3,110.0,139.0,124.5,住宅,正常
593,云彩之城,萧山,25600.0,4室/建筑面积：139㎡,4,,,,住宅,正常
594,蓝城恒伟江南山庄,临安,15000.0,3室/4室/别墅/建筑面积：89-287㎡,3,89.0,287.0,188.0,别墅,正常
595,庞鑫沁耀府,萧山,17800.0,3室/4室/建筑面积：95-138㎡,3,95.0,138.0,116.5,住宅,正常
596,望斓翠印府,上城,44400.0,建筑面积：78778㎡,,,,,住宅,正常
597,翠著邱山里,临平,29780.0,4室/建筑面积：139-189㎡,4,139.0,189.0,164.0,住宅,正常
598,听悦雅庭,萧山,30000.0,3室/4室/建筑面积：89-110㎡,3,89.0,110.0,99.5,住宅,正常
599,赞成和风,临平,23600.0,3室/4室/建筑面积：105-137㎡,3,105.0,137.0,121.0,住宅,正常
600,万科白鹭郡西,余杭,1484.0,别墅/建筑面积：265-1242㎡,别墅,265.0,1242.0,753.5,别墅,正常
601,鲲鹏府,临安,19250.0,建筑面积：110494㎡,,,,,住宅,正常
602,星雨华府,临安,305.0,3室/4室/别墅/建筑面积：89-190㎡,3,89.0,190.0,139.5,别墅,别墅价格异常低
603,六合浅山,淳安县,400.0,2室/3室/别墅/建筑面积：79-262㎡,2,79.0,262.0,170.5,别墅,别墅价格异常低
604,绿地中央广场,拱墅,27000.0,建筑面积：210000㎡,,,,,住宅,正常
605,西投德信云湖印,西湖,30000.0,建筑面积：76986㎡,,,,,住宅,正常
606,绿地商业中心写字楼,上城,26000.0,建筑面积：137㎡,,,,,住宅,正常
607,平澜商务中心,萧山,30000.0,建筑面积：2145.37㎡,,,,,住宅,正常
608,盛会新座,上城,50000.0,建筑面积：38978㎡,,,,,住宅,正常
609,绿都中天云屿江月,建德市,400.0,3室/4室/别墅/建筑面积：89-164㎡,3,89.0,164.0,126.5,别墅,别墅价格异常低
610,平高创业城写字楼,余杭,20000.0,建筑面积：50-50㎡,,50.0,50.0,50.0,住宅,正常
611,德金中心,上城,27000.0,建筑面积：355㎡,,,,,住宅,正常
612,听桂雅院,临安,451.0,别墅/建筑面积：171-180㎡,别墅,171.0,180.0,175.5,别墅,别墅价格异常低
613,科尔博亚时代中心,萧山,33000.0,建筑面积：118141㎡,,,,,住宅,正常
614,耦贤里,临安,26880.0,1室/2室/3室/4室/建筑面积：60-180㎡,1,60.0,180.0,120.0,住宅,正常
615,中海黄龙云起商铺,西湖,50000.0,建筑面积：90000㎡,,,,,住宅,正常
616,平峰晓庐,临安,17000.0,3室/4室/建筑面积：89-117㎡,3,89.0,117.0,103.0,住宅,正常
617,吾角商业中心写字楼,钱塘,26500.0,建筑面积：34-52㎡,,34.0,52.0,43.0,住宅,正常
618,绿地中央广场商铺,拱墅,40000.0,未知,,,,,住宅,正常
619,西投横创商务中心,西湖,36502.0,建筑面积：134906㎡,,,,,住宅,正常
620,瑞聚商务中心,临平,,建筑面积：1535㎡,,,,,住宅,正常
621,杭承府,萧山,46200.0,建筑面积：50576㎡,,,,,住宅,正常
622,珹上润府,拱墅,50840.0,4室/5室/建筑面积：185-255㎡,4,185.0,255.0,220.0,住宅,正常
623,滨江交投临澜之城,萧山,17000.0,3室/4室/建筑面积：100-138㎡,3,100.0,138.0,119.0,住宅,正常
624,蓝城·桃華里,上城,30500.0,建筑面积：21968㎡,,,,,住宅,正常
625,中冶锦绣公馆,西湖,56705.0,4室/建筑面积：139-179㎡,4,139.0,179.0,159.0,住宅,正常
626,绿城江畔锦园,富阳,25000.0,3室/4室/建筑面积：100-143.23㎡,3,100.0,143.23,121.615,住宅,正常
627,中家德玺尚座,拱墅,44000.0,建筑面积：72096㎡,,,,,住宅,正常
628,阅君蓝丽轩,余杭,43075.0,3室/4室/建筑面积：89-136㎡,3,89.0,136.0,112.5,住宅,正常
629,德信御临云峰,上城,40000.0,建筑面积：71200㎡,,,,,住宅,正常
630,碧桂园奇山望庐,桐庐县,18177.0,别墅/建筑面积：188-220㎡,别墅,188.0,220.0,204.0,别墅,正常
631,桃境满元里,上城,34370.0,建筑面积：54169㎡,,,,,住宅,正常
632,平高创业城,余杭,23000.0,建筑面积：350000㎡,,,,,住宅,正常
633,清正源府（人才共有产权),拱墅,25175.0,1室/2室/3室/建筑面积：49-95㎡,1,49.0,95.0,72.0,住宅,正常
634,才泊嘉院（人才共有产权）,余杭,22325.0,1室/2室/3室/建筑面积：49-98㎡,1,49.0,98.0,73.5,住宅,正常
635,揽潮华庭,上城,60000.0,建筑面积：20968㎡,,,,,住宅,正常
636,春意江南名邸,钱塘,18800.0,4室/建筑面积：89-89㎡,4,89.0,89.0,89.0,住宅,正常
637,滨和印,萧山,25000.0,商业/建筑面积：320-325㎡,商业,320.0,325.0,322.5,商业,正常
638,兴耀金帝启岸城,萧山,20500.0,3室/4室/建筑面积：87.51-110.14㎡,3,87.51,110.14,98.825,住宅,正常
639,天润西麓府,余杭,246.0,3室/4室/别墅/建筑面积：89-160㎡,3,89.0,160.0,124.5,别墅,别墅价格异常低
640,东海闲湖城·琥珀湾,余杭,907.0,别墅/建筑面积：248-288㎡,别墅,248.0,288.0,268.0,别墅,正常
641,迪晟晟座,西湖,20000.0,商业/建筑面积：38.49-45㎡,商业,38.49,45.0,41.745000000000005,商业,正常
642,HCC中天纪公寓,钱塘,16000.0,商业/建筑面积：340㎡,商业,,,,商业,正常
643,广瑞润园,杭州周边,10500.0,3室/4室/建筑面积：89-127㎡,3,89.0,127.0,108.0,住宅,正常
644,瀚悦宸邸,富阳,23975.0,建筑面积：90842㎡,,,,,住宅,正常
645,奥城·望景园公寓,桐庐县,24000.0,商业/建筑面积：185-364㎡,商业,185.0,364.0,274.5,商业,正常
646,滨江兴耀·江翠轩,上城,44400.0,4室/建筑面积：129-165㎡,4,129.0,165.0,147.0,住宅,正常
647,河翠云筑（人才共有产权）,上城,28405.0,建筑面积：33100㎡,,,,,住宅,正常
648,潮映万象轩,上城,65800.0,4室/5室/建筑面积：208-355㎡,4,208.0,355.0,281.5,住宅,正常
649,德信小河云庄,拱墅,51440.0,3室/4室/6室/建筑面积：165-340㎡,3,165.0,340.0,252.5,住宅,正常
650,潮映华岸府,上城,65800.0,建筑面积：63011㎡,,,,,住宅,正常
651,沁香公寓（人才共有产权）,钱塘,25800.0,2室/3室/4室/建筑面积：87-165㎡,2,87.0,165.0,126.0,住宅,正常
652,樱漫里,萧山,18000.0,3室/4室/建筑面积：89-136㎡,3,89.0,136.0,112.5,住宅,正常
653,新希望锦翠栖源,西湖,31350.0,5室/建筑面积：245㎡,5,,,,住宅,正常
654,悦黛蓝翰轩,余杭,43075.0,建筑面积：7922㎡,,,,,住宅,正常
655,润枫东润紫园,淳安县,11500.0,2室/3室/4室/建筑面积：77-130㎡,2,77.0,130.0,103.5,住宅,正常
656,千岛湖青溪银泰城泰悦居,淳安县,11000.0,2室/3室/建筑面积：82-115㎡,2,82.0,115.0,98.5,住宅,正常
657,珑首玲珑,桐庐县,14000.0,商业/建筑面积：37-43㎡,商业,37.0,43.0,40.0,商业,正常
658,艺音金座,西湖,32500.0,建筑面积：54764㎡,,,,,住宅,正常
659,拥秀名居（共有产权）,临平,29186.0,建筑面积：62488㎡,,,,,住宅,正常
660,悦湖湾花园,淳安县,23000.0,3室/4室/别墅/建筑面积：88-149㎡,3,88.0,149.0,118.5,别墅,正常
661,金地威新中心,上城,69130.0,建筑面积：200000㎡,,,,,住宅,正常
662,望庐商铺,拱墅,60000.0,建筑面积：61495㎡,,,,,住宅,正常
663,沐春明月公寓,上城,50000.0,未知,,,,,住宅,正常
664,越秀·鸣翠悦映轩,临安,21200.0,建筑面积：67902㎡,,,,,住宅,正常
665,未来云帆城商铺,钱塘,45000.0,建筑面积：770013㎡,,,,,住宅,正常
666,保利中心写字楼,上城,30000.0,建筑面积：1527-1527㎡,,1527.0,1527.0,1527.0,住宅,正常
667,建杭潮观平澜府,上城,66000.0,建筑面积：83376㎡,,,,,住宅,正常
668,华元启歆府,余杭,20000.0,建筑面积：89858㎡,,,,,住宅,正常
669,湖岸枫林雅庭,临平,25050.0,建筑面积：69787㎡,,,,,住宅,正常
670,浙大网新银湖科技园,富阳,21000.0,商业/建筑面积：41.33-41.33㎡,商业,41.33,41.33,41.33,商业,正常
671,西溪铭庭,余杭,31000.0,建筑面积：139000㎡,,,,,住宅,正常
672,明彩城写字楼,萧山,18000.0,建筑面积：311-318㎡,,311.0,318.0,314.5,住宅,正常
673,云澜谷商务中心,西湖,36000.0,建筑面积：92572㎡,,,,,住宅,正常
674,樟宜翠湾商铺,萧山,42800.0,建筑面积：203560㎡,,,,,住宅,正常
675,钱潮嘉苑（共有产权）,钱塘,22791.0,建筑面积：152519㎡,,,,,住宅,正常
676,新天地东方茂,拱墅,22000.0,建筑面积：3900㎡,,,,,住宅,正常
677,江滨公望大厦,富阳,22000.0,建筑面积：60㎡,,,,,住宅,正常
678,滨耀城写字楼,临平,25885.0,建筑面积：2627000㎡,,,,,住宅,正常
679,东湖云杉郡商铺,临平,24390.0,建筑面积：46311㎡,,,,,住宅,正常
680,杭州城南万达金街,富阳,29000.0,建筑面积：119.25-121.54㎡,,119.25,121.54,120.39500000000001,住宅,正常
681,河映云集商铺,拱墅,30000.0,未知,,,,,住宅,正常
682,喧泽大厦,上城,72457.0,建筑面积：700㎡,,,,,住宅,正常
683,之江长九中心,西湖,32333.0,未知,,,,,住宅,正常
684,中天艮北2022101项目,上城,44400.0,建筑面积：85968㎡,,,,,住宅,正常
685,舟山保利自在海,杭州周边,13000.0,1室/2室/别墅/建筑面积：38-161㎡,1,38.0,161.0,99.5,别墅,正常
686,中旅和乐小镇,杭州周边,17000.0,2室/3室/4室/别墅/建筑面积：88-139㎡,2,88.0,139.0,113.5,别墅,正常
687,日耀之城,萧山,41000.0,建筑面积：29000㎡,,,,,住宅,正常
688,星澜城,杭州周边,18900.0,3室/4室/建筑面积：96-143㎡,3,96.0,143.0,119.5,住宅,正常
689,宝业云溪里,杭州周边,13500.0,3室/4室/别墅/建筑面积：98-180㎡,3,98.0,180.0,139.0,别墅,正常
690,鲁能公馆,杭州周边,13000.0,3室/4室/别墅/建筑面积：87-220㎡,3,87.0,220.0,153.5,别墅,正常
691,重庆中心,杭州周边,28000.0,3室/5室/建筑面积：195-412㎡,3,195.0,412.0,303.5,住宅,正常
692,天使小镇·浅山明月,杭州周边,21800.0,2室/3室/建筑面积：74-120㎡,2,74.0,120.0,97.0,住宅,正常
693,宸园,杭州周边,15000.0,3室/4室/建筑面积：88-128㎡,3,88.0,128.0,108.0,住宅,正常
694,蓝城·春风十里,杭州周边,17147.0,1室/2室/3室/别墅/建筑面积：49-180㎡,1,49.0,180.0,114.5,别墅,正常
695,中南漫悦湾,杭州周边,15707.0,3室/建筑面积：79-89㎡,3,79.0,89.0,84.0,住宅,正常
696,安吉清华园,杭州周边,10362.0,3室/4室/别墅/建筑面积：88-210㎡,3,88.0,210.0,149.0,别墅,正常
697,菱湖臻院,杭州周边,8100.0,3室/4室/建筑面积：113-142㎡,3,113.0,142.0,127.5,住宅,正常
698,太湖健康城星宸府,杭州周边,13300.0,3室/4室/建筑面积：98-138㎡,3,98.0,138.0,118.0,住宅,正常
699,云锦天樾,杭州周边,210.0,3室/4室/建筑面积：89-206㎡,3,89.0,206.0,147.5,住宅,住宅价格异常低
700,钱门江南府,杭州周边,14380.0,3室/4室/建筑面积：89-142㎡,3,89.0,142.0,115.5,住宅,正常
701,德信时代云起,杭州周边,17000.0,3室/4室/建筑面积：89-239㎡,3,89.0,239.0,164.0,住宅,正常
702,东投明越台,杭州周边,15000.0,3室/建筑面积：92-115㎡,3,92.0,115.0,103.5,住宅,正常
703,广瑞润园,杭州周边,10500.0,3室/4室/建筑面积：89-127㎡,3,89.0,127.0,108.0,住宅,正常
704,海波名苑,萧山,17000.0,3室/建筑面积：90-130㎡,3,90.0,130.0,110.0,住宅,正常
705,新都·泰和府,杭州周边,7800.0,2室/3室/建筑面积：68-122㎡,2,68.0,122.0,95.0,住宅,正常
706,广瑞沁园,杭州周边,7780.0,3室/4室/建筑面积：77-126㎡,3,77.0,126.0,101.5,住宅,正常
707,重庆朝天阁,杭州周边,55000.0,1室/2室/3室/4室/5室/建筑面积：92-1410㎡,1,92.0,1410.0,751.0,住宅,正常
708,万科大理拾叁月,杭州周边,13000.0,1室/2室/3室/建筑面积：80-155㎡,1,80.0,155.0,117.5,住宅,正常
709,利时·玖珑湾,杭州周边,200.0,别墅/建筑面积：56-270㎡,别墅,56.0,270.0,163.0,别墅,别墅价格异常低
710,水韵蓝湾,杭州周边,16500.0,2室/3室/4室/建筑面积：76-128㎡,2,76.0,128.0,102.0,住宅,正常
711,融创莫干溪谷,杭州周边,300.0,别墅/建筑面积：84-154㎡,别墅,84.0,154.0,119.0,别墅,别墅价格异常低
712,HFC华发金融活力城,杭州周边,24300.0,3室/4室/建筑面积：89-165㎡,3,89.0,165.0,127.0,住宅,正常
713,祥生城市之光,杭州周边,19157.0,3室/4室/建筑面积：104-165㎡,3,104.0,165.0,134.5,住宅,正常
714,滨江联合·枫翠云轩,余杭,36100.0,4室/5室/建筑面积：139-190㎡,4,139.0,190.0,164.5,住宅,正常
715,潮观揽月轩,上城,66000.0,4室/5室/建筑面积：175-223㎡,4,175.0,223.0,199.0,住宅,正常
716,欣翠里,萧山,27000.0,3室/4室/建筑面积：97-131㎡,3,97.0,131.0,114.0,住宅,正常
717,观晖美寓,滨江,40000.0,3室/4室/建筑面积：106-169㎡,3,106.0,169.0,137.5,住宅,正常
718,春宸上府,上城,42640.0,4室/建筑面积：123-163㎡,4,123.0,163.0,143.0,住宅,正常
719,星遇光年府,余杭,31200.0,3室/4室/建筑面积：105-139㎡,3,105.0,139.0,122.0,住宅,正常
